Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,dev_stage,experiment_batch,Cultivar,Biomaterial_provider,Ecotype,treatment
SRR5405274,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673715,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697853,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PS_leaf_DNase-seq_1:SZ056:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4283,1500,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092333,PS_leaf_DNase-seq_1,SRP102870,leaf,not collected,1,Piel de Sapo,,,
SRR5405275,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673714,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697854,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PS_10DPA_DNase-seq_2:SZ043:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6660,2357,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092335,PS_10DPA_DNase-seq_2,SRP102870,fruit flesh and peel,10 days post anthesis,2,Piel de Sapo,,,
SRR5405278,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673711,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697857,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_40DPA_DNase-seq_2:SZ060316D:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5706,2086,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092337,PI_40DPA_DNase-seq_2,SRP102870,fruit flesh and peel,40 days post anthesis,2,PI161375,,,
SRR5405279,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673710,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697858,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_40DPA_DNase-seq_1:SZ021:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3405,1285,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092338,PI_40DPA_DNase-seq_1,SRP102870,fruit flesh and peel,40 days post anthesis,1,PI161375,,,
SRR5405280,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673709,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697859,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_leaf_DNase-seq_2:SZ015:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6556,2345,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092339,PI_leaf_DNase-seq_2,SRP102870,leaf,not collected,2,PI161375,,,
SRR5405281,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673708,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697860,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_leaf_DNase-seq_1:SZ015:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,6882,2418,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092340,PI_leaf_DNase-seq_1,SRP102870,leaf,not collected,1,PI161375,,,
SRR5405282,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673707,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697861,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_10DPA_DNase-seq_4:SZ027:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,2856,1090,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092341,PI_10DPA_DNase-seq_4,SRP102870,fruit flesh and peel,10 days post anthesis,4,PI161375,,,
SRR5405283,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673706,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697862,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_10DPA_DNase-seq_3:SZ027:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3235,1231,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092342,PI_10DPA_DNase-seq_3,SRP102870,fruit flesh and peel,10 days post anthesis,3,PI161375,,,
SRR5405285,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673704,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697864,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_10DPA_DNase-seq_1:SZ015:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5330,1905,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092344,PI_10DPA_DNase-seq_1,SRP102870,fruit flesh and peel,10 days post anthesis,1,PI161375,,,
SRR5405287,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673702,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697866,DNase-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_ripe_DNase-seq_2:SZ056:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3328,1133,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092347,Grape_ripe_DNase-seq_2,SRP102870,fruit flesh,ripe,2,Grapevine PN40024,,,
SRR5405289,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673700,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697868,DNase-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_ripe_DNase-seq_5:PH003:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4907,1822,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092348,Grape_ripe_DNase-seq_5,SRP102870,fruit flesh,ripe,5,Grapevine PN40024,,,
SRR5405290,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673699,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697869,DNase-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_ripe_DNase-seq_4:PH003:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4586,1704,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092349,Grape_ripe_DNase-seq_4,SRP102870,fruit flesh,ripe,4,Grapevine PN40024,,,
SRR5405291,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673698,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697870,DNase-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_DNase-seq_3:SZ056:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3028,1039,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092350,Grape_leaf_DNase-seq_3,SRP102870,leaf,not collected,3,Grapevine PN40024,,,
SRR5405292,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673697,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697871,DNase-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_DNase-seq_2:SZ056:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3346,1154,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092351,Grape_leaf_DNase-seq_2,SRP102870,leaf,not collected,2,Grapevine PN40024,,,
SRR5405293,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673696,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697872,DNase-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_DNase-seq_1:SZ056:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4160,1424,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092353,Grape_leaf_DNase-seq_1,SRP102870,leaf,not collected,1,Grapevine PN40024,,,
SRR5405294,DNase-Hypersensitivity,50,PRJNA381300,SAMN06673695,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697873,DNase-seq,China,Asia,China: Hong Kong,Illumina HiSeq 4000,Cucumber_40DPA_DNase-seq_3:SZ160123B:DNase-seq:single:HiSeq4000,SINGLE,DNase,GENOMIC,799,398,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092352,Cucumber_40DPA_DNase-seq_3,SRP102870,fruit flesh,40 days post anthesis,3,Chinese Long (line9930),,,
SRR5405295,DNase-Hypersensitivity,50,PRJNA381300,SAMN06673694,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697874,DNase-seq,China,Asia,China: Hong Kong,Illumina HiSeq 4000,Cucumber_40DPA_DNase-seq_2:SZ160123B:DNase-seq:single:HiSeq4000,SINGLE,DNase,GENOMIC,978,483,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092355,Cucumber_40DPA_DNase-seq_2,SRP102870,fruit flesh,40 days post anthesis,2,Chinese Long (line9930),,,
SRR5405296,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673693,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697875,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_40DPA_DNase-seq_1:SZ060416E:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4603,1749,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092354,Cucumber_40DPA_DNase-seq_1,SRP102870,fruit flesh,40 days post anthesis,1,Chinese Long (line9930),,,
SRR5405297,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673692,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697876,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_leaf_DNase-seq_4:SZ021:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4193,1527,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092357,Cucumber_leaf_DNase-seq_4,SRP102870,leaf,not collected,4,Chinese Long (line9930),,,
SRR5405303,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673686,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697882,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_10DPA_DNase-seq_1:SZ060416E:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,5887,2243,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092362,Cucumber_10DPA_DNase-seq_1,SRP102870,fruit flesh,10 days post anthesis,1,Chinese Long (line9930),,,
SRR5405304,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673685,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697883,DNase-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S4_DNase-seq_2:PH031:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3603,1385,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092363,Banana_pulp_S4_DNase-seq_2,SRP102870,pulp,stage 4 of 4 (from immature to ripe),2,Cavendish,,,
SRR5405305,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673684,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697884,DNase-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S4_DNase-seq_1:PH031:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3204,1244,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092365,Banana_pulp_S4_DNase-seq_1,SRP102870,pulp,stage 4 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405310,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673679,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697889,DNase-seq,uncalculated,uncalculated,not collected,HiSeq X Ten,Apple_fruit_DNase-seq_2:PH027:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,2959,1212,Malus domestica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092369,Apple_fruit_DNase-seq_2,SRP102870,fruit flesh,ripe,2,Golden Delicious,,,
SRR5405312,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673677,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697891,DNase-seq,China,Asia,China: Shandong,HiSeq X Ten,Apple_leaf_DNase-seq_2:PH027:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3520,1456,Malus domestica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092371,Apple_leaf_DNase-seq_2,SRP102870,leaf,not collected,2,Golden Delicious,,,
SRR5405313,DNase-Hypersensitivity,300,PRJNA381300,SAMN06673676,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697892,DNase-seq,China,Asia,China: Shandong,HiSeq X Ten,Apple_leaf_DNase-seq_1:PH022:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,4555,1732,Malus domestica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092372,Apple_leaf_DNase-seq_1,SRP102870,leaf,not collected,1,Golden Delicious,,,
SRR5405316,ChIP-Seq,300,PRJNA381300,SAMN06673673,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697895,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Watermelon_10DPA_H3K27me3_1:PH011:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2775,1026,Citrullus lanatus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092375,Watermelon_10DPA_H3K27me3_1,SRP102870,fruit flesh,10 days post anthesis,1,97103,,,
SRR5405322,ChIP-Seq,300,PRJNA381300,SAMN06673667,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697901,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_47DPA_H3K27me3_1:SZ029:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1644,635,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092381,nor_47DPA_H3K27me3_1,SRP102870,fruit flesh,47 days post anthesis,1,nor,,,
SRR5405324,ChIP-Seq,300,PRJNA381300,SAMN06673665,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697903,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,cnr_47DPA_H3K27me3_1:SZ029:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1930,732,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092382,cnr_47DPA_H3K27me3_1,SRP102870,fruit flesh,47 days post anthesis,1,cnr,,,
SRR5405327,ChIP-Seq,300,PRJNA381300,SAMN06673662,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697906,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_ripe_H3K27me3_2:SZ009:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3199,1276,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092386,AC_ripe_H3K27me3_2,SRP102870,fruit flesh,ripe,2,AC,,,
SRR5405332,ChIP-Seq,150,PRJNA381300,SAMN06673657,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697911,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_17DPA_H3K27me3_3:SZ050416A:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1256,466,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092390,AC_17DPA_H3K27me3_3,SRP102870,fruit flesh,17 days post anthesis,3,AC,,,
SRR5405333,ChIP-Seq,300,PRJNA381300,SAMN06673656,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697912,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_17DPA_H3K27me3_2:SZ021:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2771,1034,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092393,AC_17DPA_H3K27me3_2,SRP102870,fruit flesh,17 days post anthesis,2,AC,,,
SRR5405334,ChIP-Seq,300,PRJNA381300,SAMN06673655,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697913,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_17DPA_H3K27me3_1:SZ021:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4071,1530,Solanum lycopersicum,ILLUMINA,2017-04-04T00:00:00Z,SRS2092392,AC_17DPA_H3K27me3_1,SRP102870,fruit flesh,17 days post anthesis,1,AC,,,
SRR5405339,ChIP-Seq,300,PRJNA381300,SAMN06673650,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697918,H3K27me3 ChIP-seq,France,Europe,France,HiSeq X Ten,Pear_W_fruit_H3K27me3_3:PH023:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3717,1521,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092398,Pear_W_fruit_H3K27me3_3,SRP102870,fruit flesh,ripe,3,Williams,,,
SRR5405340,ChIP-Seq,300,PRJNA381300,SAMN06673649,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697919,H3K27me3 ChIP-seq,France,Europe,France,HiSeq X Ten,Pear_W_leaf_H3K27me3_1:PH028:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2490,955,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092399,Pear_W_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,Williams,,,
SRR5405341,ChIP-Seq,300,PRJNA381300,SAMN06673648,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697920,H3K27me3 ChIP-seq,France,Europe,France,HiSeq X Ten,Pear_W_fruit_H3K27me3_2:PH016:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4497,1640,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092400,Pear_W_fruit_H3K27me3_2,SRP102870,fruit flesh,before turning,2,Williams,,,
SRR5405342,ChIP-Seq,300,PRJNA381300,SAMN06673647,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697921,H3K27me3 ChIP-seq,France,Europe,France,HiSeq X Ten,Pear_W_fruit_H3K27me3_1:PH023:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3546,1453,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092401,Pear_W_fruit_H3K27me3_1,SRP102870,fruit flesh,before turning,1,Williams,,,
SRR5405346,ChIP-Seq,300,PRJNA381300,SAMN06673643,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697925,H3K27me3 ChIP-seq,China,Asia,China: Anhui,HiSeq X Ten,Pear_D_fruit_H3K27me3_2:PH023:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3288,1347,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092405,Pear_D_fruit_H3K27me3_2,SRP102870,fruit flesh,ripe,2,Dangshanshuli,,,
SRR5405347,ChIP-Seq,300,PRJNA381300,SAMN06673642,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697926,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Pear_D_leaf_H3K27me3_1:PH025:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1174,466,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092406,Pear_D_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,Dangshanshuli,,,
SRR5405348,ChIP-Seq,300,PRJNA381300,SAMN06673641,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697927,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_ripe_H3K27me3_1:SZ061:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2997,1142,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092407,Peach_ripe_H3K27me3_1,SRP102870,fruit flesh,ripe,1,babygold,,,
SRR5405349,ChIP-Seq,302,PRJNA381300,SAMN06673640,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697928,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_H3K27me3_4:SZ047:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2475,993,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092408,Peach_leaf_H3K27me3_4,SRP102870,leaf,not collected,4,babygold,,,
SRR5405351,ChIP-Seq,302,PRJNA381300,SAMN06673638,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697930,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_H3K27me3_2:SZ047:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3403,1367,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092410,Peach_leaf_H3K27me3_2,SRP102870,leaf,not collected,2,babygold,,,
SRR5405353,ChIP-Seq,300,PRJNA381300,SAMN06673636,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697932,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Papaya_ripe_H3K27me3_1:SZ009:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4096,1617,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092413,Papaya_ripe_H3K27me3_1,SRP102870,fruit flesh,ripe,1,Tainong1,,,
SRR5405355,ChIP-Seq,300,PRJNA381300,SAMN06673634,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697934,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Papaya_immature_H3K27me3_1:SZ009:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3393,1344,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092415,Papaya_immature_H3K27me3_1,SRP102870,fruit flesh,immature,1,Tainong1,,,
SRR5405358,ChIP-Seq,300,PRJNA381300,SAMN06673631,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697937,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_H3K27me3_5:PH025:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1715,685,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092417,VED_40DPA_H3K27me3_5,SRP102870,fruit flesh,40 days post anthesis,5,Vedrantais,,,
SRR5405360,ChIP-Seq,300,PRJNA381300,SAMN06673629,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697939,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_H3K27me3_3:SZ058:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3717,1362,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092419,VED_40DPA_H3K27me3_3,SRP102870,fruit flesh,40 days post anthesis,3,Vedrantais,,,
SRR5405362,ChIP-Seq,300,PRJNA381300,SAMN06673627,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697941,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_leaf_H3K27me3_2:SZ029:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2063,794,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092422,VED_leaf_H3K27me3_2,SRP102870,leaf,not collected,2,Vedrantais,,,
